i0	i1	i2	i3	i4	i5	i6	s1	s2	s3	s4	s5	s6
Lisa_205.png	Rebecca_116.png	Noah_31.png	Jo_111.png	Kim_187.png	Monica_216.png	Kate_149.png	0.9964	1.0042	1.029	1.0338	1.042	1.0428
Paula_112.png	Jackie_291.png	Mike_119.png	Annie_143.png	Natalia_106.png	Sofia_301.png	Christina_134.png	1.0334	1.0698	1.0718	1.078	1.0813	1.0824
Grace_170.png	Kyle_216.png	Angela_162.png	Katie_205.png	Monica_201.png	Jackie_212.png	Elizabeth_168.png	1.0341	1.0581	1.0697	1.0756	1.0756	1.0792
Nick_1.png	Ann_13.png	Greg_151.png	Natalia_206.png	David_111.png	Evan_183.png	Rick_116.png	1.0767	1.1113	1.1221	1.1312	1.1334	1.1361
Ann_162.png	Barbara_135.png	Tony_277.png	James_144.png	Angela_136.png	Helen_183.png	Jason_132.png	1.0184	1.0208	1.0333	1.0617	1.0625	1.0692
Marc_168.png	Nick_231.png	Michelle_240.png	Nicolas_26.png	Gabriel_110.png	Jo_173.png	Michelle_185.png	1.0418	1.0865	1.088	1.1154	1.1157	1.1162
Joey_21.png	Brandon_213.png	Gary_135.png	Dylan_133.png	Jake_202.png	Cindy_176.png	Aaron_204.png	1.0313	1.0724	1.1028	1.1062	1.117	1.125
Victor_218.png	Eva_138.png	Stephen_139.png	Steven_14.png	Tyler_150.png	David_162.png	Jo_31.png	1.0637	1.0705	1.0826	1.0852	1.117	1.1224
Jackie_212.png	Tina_154.png	Stephen_10.png	Lauren_179.png	Kelly_27.png	Jesse_111.png	Monica_234.png	0.9895	1.0206	1.0212	1.0284	1.0411	1.058
Lucas_117.png	Danny_180.png	Amanda_188.png	Rebecca_208.png	Katie_193.png	Jackie_132.png	Anthony_163.png	1.0547	1.0885	1.1075	1.1107	1.1184	1.1349
Maggie_254.png	Sofia_187.png	Natalia_15.png	Anthony_196.png	Leah_227.png	Noah_33.png	Grace_261.png	1.0294	1.0493	1.0666	1.0901	1.0939	1.1025
Anna_156.png	Jane_108.png	Abby_189.png	Abby_184.png	Rebecca_246.png	Annie_144.png	Jane_196.png	0.9669	0.981	1.0281	1.0538	1.0557	1.0562
Gabriel_188.png	Ian_157.png	James_207.png	Thomas_162.png	Jackie_174.png	Sergio_198.png	Rebecca_245.png	1.0872	1.1134	1.1242	1.1412	1.1414	1.1495
Vanessa_130.png	Zoe_158.png	Christina_135.png	Emma_273.png	Christine_180.png	Eva_141.png	Linda_225.png	1.0253	1.0855	1.1053	1.1193	1.1363	1.1382
Patricia_123.png	Julie_180.png	Elena_229.png	Lauren_13.png	Christina_159.png	Olivia_282.png	Monica_240.png	0.9355	0.9804	1.0153	1.0223	1.0314	1.0349
Matthew_245.png	Greg_125.png	Jon_161.png	Tyler_218.png	Steve_122.png	Eric_134.png	Nick_193.png	1.11	1.1178	1.1499	1.1683	1.1683	1.1685
Emily_108.png	Christina_172.png	Noah_335.png	Danny_154.png	Angela_143.png	Julie_216.png	Brandon_184.png	1.0712	1.0713	1.0778	1.0829	1.0841	1.0917
Kim_162.png	Samantha_232.png	Cindy_142.png	Eva_185.png	Eva_126.png	Linda_185.png	Monica_169.png	0.847	0.8917	0.9374	0.9385	0.9647	0.9732
Julie_112.png	Jackie_108.png	Patricia_194.png	Leah_100.png	Elena_30.png	Grace_193.png	Olivia_361.png	1.0701	1.0718	1.0733	1.0937	1.0939	1.0988
Jon_154.png	Nancy_245.png	Steven_209.png	Joel_190.png	Patrick_163.png	Dylan_11.png	Joey_17.png	1.0534	1.0546	1.0565	1.0621	1.0647	1.0696
Emma_273.png	Jackie_180.png	Christine_180.png	Jackie_201.png	Evan_208.png	Nathan_196.png	Annie_163.png	0.9682	1.0061	1.0444	1.0558	1.0834	1.0909
Elena_265.png	Jon_21.png	Patricia_177.png	Melissa_23.png	Angela_151.png	Lisa_207.png	Linda_217.png	1.0765	1.086	1.0932	1.1127	1.1131	1.1149
Jane_125.png	Kim_1.png	Annie_185.png	Elizabeth_135.png	Anna_103.png	Nick_133.png	Evan_203.png	0.931	0.9314	0.9327	0.9472	0.9607	1.0015
Samantha_206.png	Danny_152.png	Danielle_187.png	Annie_112.png	Rachel_193.png	Noah_323.png	Rebecca_178.png	0.9816	1.0733	1.1182	1.1273	1.1284	1.1337
Kyle_216.png	Annie_117.png	James_130.png	Grace_170.png	Samantha_137.png	Evan_164.png	Abby_198.png	1.0001	1.0282	1.0341	1.0584	1.0674	1.0684
Victor_158.png	Jason_183.png	Sergio_145.png	Matthew_117.png	Ian_123.png	Patrick_158.png	Evan_172.png	1.1196	1.1498	1.1639	1.165	1.1725	1.1773
Barbara_18.png	Ian_226.png	Steve_214.png	Danny_196.png	Aaron_243.png	Kevin_124.png	Mike_177.png	1.1082	1.137	1.1477	1.1485	1.1517	1.1534
Leah_269.png	Paula_24.png	Cindy_136.png	Emma_13.png	Michelle_18.png	Jackie_171.png	Andrea_165.png	1.0441	1.0795	1.0845	1.0885	1.0898	1.0977
Andrea_208.png	Stephanie_25.png	Jamie_126.png	Vanessa_123.png	Angela_112.png	Olivia_361.png	Angela_145.png	1.0428	1.0476	1.0576	1.0615	1.0668	1.067
Elena_189.png	Emma_11.png	Anna_19.png	Kelly_195.png	Kyle_188.png	Danielle_174.png	Kate_116.png	1.021	1.1041	1.1046	1.1122	1.1162	1.1199
Steven_152.png	Jon_164.png	Patrick_191.png	Greg_197.png	Kevin_102.png	Stephen_2.png	Oliver_301.png	0.9975	0.9989	1.08	1.0959	1.0968	1.1053
Nick_146.png	Andrea_192.png	Jon_214.png	Anthony_226.png	Jo_121.png	Annie_105.png	Anthony_157.png	1.0684	1.0905	1.1047	1.1075	1.1096	1.1228
Tyler_141.png	Leah_288.png	Eva_188.png	Elena_284.png	Ann_164.png	Kelly_190.png	Jamie_130.png	0.9922	1.0216	1.0233	1.026	1.0341	1.0396
Marc_114.png	Anthony_163.png	Nick_240.png	Nick_114.png	Nancy_157.png	Jesse_1.png	Nathan_194.png	1.1017	1.1061	1.1325	1.1391	1.1396	1.1426
Rachel_193.png	Sofia_112.png	Patricia_111.png	Emma_307.png	Tina_225.png	Olivia_282.png	Helen_28.png	0.9984	1.0457	1.0475	1.0583	1.065	1.0699
Greg_130.png	Brandon_179.png	Anna_149.png	Kate_194.png	Lisa_108.png	Mike_125.png	Jane_222.png	1.0895	1.09	1.1057	1.1098	1.114	1.1189
Brian_127.png	Noah_272.png	Leah_101.png	Mike_227.png	Tyler_218.png	Jonathan_156.png	Erin_150.png	0.9548	1.0997	1.1039	1.1045	1.1073	1.1099
Rachel_167.png	Stephanie_105.png	Katie_18.png	Zoe_110.png	Julie_137.png	Erin_24.png	Jesse_128.png	1.0059	1.0544	1.0569	1.0577	1.063	1.0756
Zoe_111.png	Abby_205.png	Abby_20.png	Gabriel_242.png	Abby_257.png	Sarah_226.png	James_130.png	0.9666	0.9744	1.0343	1.0357	1.0391	1.0414
Samantha_114.png	Cindy_173.png	Sofia_301.png	Sofia_261.png	Vanessa_201.png	Monica_158.png	Linda_217.png	1.0163	1.062	1.0626	1.0849	1.0893	1.094
Elizabeth_152.png	Emily_109.png	Barbara_136.png	Julie_189.png	Helen_175.png	Jackie_14.png	Anna_182.png	1.0871	1.1001	1.1163	1.1257	1.1304	1.138
Nathan_29.png	Eric_205.png	Victor_276.png	Chris_14.png	Dylan_257.png	Jake_284.png	Victor_118.png	0.967	1.0461	1.0463	1.0869	1.0892	1.0908
Anthony_111.png	Annie_127.png	Linda_252.png	Mike_172.png	Erin_18.png	Erin_15.png	Stephen_148.png	1.0258	1.0314	1.0351	1.0494	1.0615	1.0737
Chris_171.png	Kevin_24.png	Evan_132.png	Tony_30.png	Jon_24.png	Jake_265.png	Brandon_255.png	1.0825	1.1157	1.1263	1.1284	1.1409	1.1538
Katie_179.png	Nicolas_116.png	Rachel_114.png	Abby_259.png	Jane_180.png	Rachel_273.png	Grace_284.png	0.984	1.0206	1.0302	1.0571	1.0607	1.0637
Ann_18.png	Elena_166.png	Elena_290.png	Kate_103.png	Patrick_232.png	Emma_330.png	Emma_226.png	1.113	1.1143	1.1293	1.1303	1.1424	1.1451
Vanessa_145.png	Jackie_108.png	Abby_117.png	Monica_158.png	Emily_200.png	Gabriel_238.png	Amanda_184.png	1.0974	1.1075	1.1093	1.1129	1.116	1.1211
Chris_185.png	Linda_127.png	Jacob_17.png	Michelle_18.png	Brandon_255.png	Tony_302.png	Brandon_231.png	1.0849	1.0929	1.0958	1.1005	1.1068	1.1084
Emily_133.png	Leah_110.png	Lauren_151.png	Kelly_103.png	Samantha_203.png	Melissa_101.png	Jamie_116.png	0.9395	1.0275	1.0318	1.0409	1.0456	1.0592
Lucas_330.png	Brian_114.png	Kyle_151.png	Jesse_195.png	Patrick_181.png	Aaron_198.png	Tyler_22.png	1.0552	1.06	1.0961	1.1162	1.1254	1.1258
Natalia_154.png	Samantha_105.png	Nancy_112.png	Eva_181.png	Christina_14.png	Sofia_264.png	Jo_129.png	0.9718	0.9963	1.0637	1.0691	1.0764	1.0773
Linda_165.png	Nicolas_155.png	Stephen_104.png	Kim_218.png	Cindy_139.png	Michelle_129.png	Elizabeth_101.png	0.955	0.9551	0.9946	1.0349	1.0514	1.0518
Kelly_145.png	Vanessa_24.png	Erin_164.png	Sarah_161.png	Amanda_177.png	Rebecca_152.png	Christina_183.png	0.9998	1.028	1.0347	1.0397	1.0636	1.0647
Jacob_258.png	Aaron_152.png	Ian_133.png	Lauren_205.png	Dylan_311.png	Linda_289.png	James_200.png	1.1335	1.1431	1.148	1.1624	1.1718	1.1745
Noah_513.png	Lucas_216.png	Joel_199.png	Sofia_305.png	Joseph_138.png	Brandon_251.png	Christine_188.png	1.0476	1.0906	1.0964	1.1188	1.1235	1.1312
Joel_21.png	Aaron_197.png	Tony_264.png	Samantha_21.png	Rick_106.png	Brian_220.png	Kim_200.png	1.083	1.1128	1.1173	1.1223	1.1425	1.1607
Cindy_195.png	Anthony_172.png	Jamie_225.png	Stephen_184.png	Jo_203.png	Greg_23.png	Gary_188.png	1.0827	1.1249	1.1348	1.135	1.1406	1.1442
Stephanie_108.png	Kelly_26.png	Erin_137.png	Annie_131.png	Jim_117.png	Jamie_183.png	Leah_288.png	1.0417	1.049	1.0658	1.0676	1.0914	1.092
Patricia_167.png	Ian_187.png	Ian_204.png	Tina_32.png	Monica_130.png	Abby_21.png	Joey_256.png	0.901	0.9827	0.9858	0.9868	0.9871	1.0164
Stephanie_111.png	Tina_127.png	Monica_169.png	Rachel_265.png	Maggie_161.png	Angela_180.png	Leah_170.png	0.9918	0.9946	1.0134	1.0182	1.021	1.032
Dylan_199.png	Christina_182.png	Melissa_203.png	Julie_11.png	Elizabeth_168.png	Maggie_272.png	Leah_161.png	0.978	0.99	1.0244	1.0251	1.0598	1.0762
Brandon_136.png	Evan_192.png	Samantha_139.png	Noah_370.png	Dylan_300.png	Barbara_112.png	Danny_29.png	1.0895	1.1281	1.1597	1.1615	1.1642	1.1699
Lauren_135.png	Oliver_312.png	Jacob_336.png	Chris_181.png	Matthew_117.png	Jon_138.png	Kevin_111.png	1.1219	1.1277	1.1279	1.1434	1.1583	1.165
Joey_249.png	Jacob_348.png	Maggie_233.png	Jim_17.png	Cindy_186.png	Jamie_154.png	Jacob_232.png	1.09	1.1017	1.1065	1.1069	1.1267	1.1307
Stephanie_15.png	Erin_137.png	Emily_27.png	Kelly_129.png	Linda_10.png	Lucas_154.png	Cindy_125.png	0.9259	1.0155	1.0531	1.0707	1.0852	1.0895
Angela_105.png	Julie_207.png	Olivia_344.png	Emma_230.png	Ian_215.png	Katie_193.png	Amanda_149.png	0.9512	1.0107	1.0331	1.0648	1.0809	1.0817
Kim_157.png	Joseph_227.png	Jackie_166.png	Julie_193.png	Andrea_125.png	Elena_115.png	Emily_201.png	0.9547	0.9697	0.9759	0.9892	0.9993	1.0021
Vanessa_192.png	Abby_262.png	Christine_132.png	Nicolas_10.png	Kate_265.png	Evan_119.png	Barbara_129.png	0.9579	1.0271	1.0638	1.0726	1.0914	1.0945
Jake_101.png	Lucas_156.png	Gary_187.png	Stephen_241.png	Brian_194.png	James_16.png	Jim_116.png	1.0524	1.0677	1.0741	1.0859	1.0916	1.1016
Brian_22.png	Abby_265.png	Kevin_149.png	Emily_11.png	Eva_149.png	Patricia_152.png	Michelle_109.png	1.0218	1.0756	1.0908	1.0913	1.0928	1.0995
Evan_228.png	Tony_183.png	Ann_171.png	Patrick_106.png	David_111.png	Steve_217.png	Rick_16.png	1.0628	1.0721	1.1072	1.1425	1.1567	1.157
Matthew_161.png	Joseph_106.png	Nathan_149.png	Rick_167.png	Rebecca_193.png	Lucas_191.png	Jim_203.png	1.0531	1.056	1.0822	1.1018	1.121	1.1271
Jesse_21.png	Marc_183.png	Chris_142.png	Angela_133.png	Jason_164.png	Angela_150.png	Gabriel_300.png	1.0807	1.0884	1.1099	1.1467	1.1575	1.1592
Christine_208.png	Ian_143.png	Joey_192.png	Jon_200.png	Julie_228.png	Vanessa_113.png	Marc_150.png	1.0525	1.0579	1.0684	1.103	1.1034	1.1036
Jane_117.png	Anna_202.png	Eric_279.png	Brian_1.png	Chris_119.png	Oliver_312.png	Annie_177.png	1.1046	1.1277	1.1303	1.1451	1.1542	1.1652
Danielle_169.png	Joey_219.png	Sofia_13.png	Steven_122.png	Gary_239.png	Mike_195.png	Samantha_232.png	1.0332	1.0707	1.0889	1.0919	1.1148	1.1242
Eva_231.png	Nancy_32.png	Andrea_194.png	Leah_101.png	Lisa_230.png	Jamie_228.png	Anna_163.png	1.1047	1.1181	1.1236	1.134	1.1401	1.1538
Chris_148.png	Noah_408.png	Jeff_199.png	Jon_164.png	Gary_123.png	Jason_111.png	Nathan_220.png	1.0871	1.0925	1.1151	1.1175	1.1253	1.1286
Joel_156.png	Jon_176.png	Victor_121.png	Nick_193.png	Eric_34.png	Greg_1.png	Lucas_333.png	1.0322	1.0845	1.0925	1.1075	1.1188	1.1221
Joey_181.png	Chris_179.png	Kyle_27.png	Anthony_143.png	Rick_22.png	Matthew_128.png	Elizabeth_151.png	1.1321	1.1338	1.1401	1.1402	1.1422	1.1455
Dylan_177.png	Emma_303.png	Annie_163.png	Christina_173.png	Rachel_167.png	Zoe_217.png	Danielle_141.png	1.0961	1.1048	1.109	1.1147	1.1293	1.1423
Monica_133.png	Rick_123.png	Nick_171.png	Stephen_170.png	Kevin_180.png	Jesse_100.png	Jo_108.png	1.0361	1.0409	1.0429	1.0483	1.0708	1.0739
Danielle_103.png	Tina_178.png	Michelle_104.png	Evan_203.png	Melissa_188.png	Grace_281.png	Patricia_194.png	0.9793	1.0199	1.0347	1.0559	1.078	1.0907
Lucas_221.png	Joel_222.png	Erin_169.png	Melissa_1.png	Kelly_157.png	Anthony_206.png	Grace_284.png	1.0181	1.0364	1.0652	1.0685	1.0755	1.078
Sergio_109.png	Chris_109.png	Patrick_174.png	Jeff_208.png	Steve_109.png	Brian_122.png	Stephen_136.png	1.0342	1.1107	1.1357	1.1498	1.1529	1.154
Stephen_21.png	Ian_229.png	Lucas_23.png	Paula_209.png	David_151.png	Monica_216.png	Jesse_122.png	0.9936	1.0614	1.0899	1.0922	1.093	1.0975
Rick_222.png	Jacob_341.png	Grace_274.png	Jeff_186.png	Steven_152.png	Nicolas_155.png	James_125.png	1.0958	1.1167	1.1187	1.1364	1.1371	1.1374
Matthew_173.png	David_206.png	Steven_218.png	Abby_148.png	Jake_17.png	Christina_143.png	Eric_104.png	1.0418	1.0621	1.0625	1.0808	1.081	1.0829
Jason_22.png	Tony_36.png	Jacob_268.png	Jon_108.png	Sergio_106.png	Tyler_169.png	Stephen_243.png	1.1089	1.1125	1.1147	1.119	1.1236	1.1322
Cindy_207.png	Jane_108.png	Erin_24.png	Tina_229.png	Emma_325.png	Kelly_156.png	Angela_150.png	1.0111	1.0271	1.0382	1.0537	1.0861	1.094
Joey_200.png	Natalia_126.png	Danielle_119.png	Sarah_231.png	Nick_25.png	Stephanie_144.png	Christine_112.png	0.9468	1.0191	1.0293	1.0363	1.0395	1.0443
Tony_281.png	Aaron_244.png	Dylan_134.png	Sofia_301.png	Grace_288.png	Jake_235.png	Emma_165.png	1.0418	1.0606	1.0653	1.066	1.0675	1.0716
Ann_147.png	Michelle_118.png	Jamie_135.png	Amanda_166.png	Ivan_24.png	Kim_180.png	Christine_104.png	1.0586	1.0638	1.0667	1.0714	1.0727	1.0984
Lucas_2.png	Steve_112.png	Steven_112.png	Monica_133.png	Evan_196.png	Nathan_107.png	Matthew_192.png	1.0336	1.0353	1.0985	1.1001	1.1027	1.1155
Grace_119.png	Tina_154.png	Joel_175.png	Emily_227.png	Emily_176.png	Katie_203.png	Elizabeth_20.png	1.0115	1.0224	1.0253	1.0305	1.0477	1.0625
Jo_191.png	Barbara_126.png	Monica_1.png	Kevin_149.png	Brandon_207.png	Linda_25.png	Gabriel_324.png	0.9901	0.9975	1.0166	1.0186	1.0245	1.0313
Emily_27.png	Erin_137.png	Stephanie_163.png	Stephanie_15.png	Cindy_125.png	Kelly_129.png	Kate_248.png	0.9218	0.9331	1.0155	1.0184	1.024	1.032
Christina_128.png	Natalia_27.png	Andrea_104.png	Samantha_216.png	Amanda_2.png	Jo_18.png	Christine_1.png	0.9938	1.0079	1.0265	1.0287	1.0301	1.0394
Kim_228.png	Danny_154.png	Jeff_103.png	Anna_103.png	Grace_255.png	Christine_151.png	Michelle_143.png	0.9283	0.9619	1.0019	1.0046	1.0058	1.0132
Jane_127.png	Jackie_222.png	Andrea_185.png	Michelle_144.png	Sergio_185.png	Danny_197.png	Stephanie_100.png	1.0228	1.0355	1.04	1.0436	1.0525	1.0674
Gabriel_18.png	Anthony_226.png	Marc_110.png	Danielle_161.png	Tyler_117.png	Aaron_204.png	Stephen_107.png	1.1117	1.1293	1.1522	1.1844	1.1852	1.1902
Lauren_193.png	Linda_227.png	Linda_198.png	Erin_170.png	Patricia_103.png	Leah_112.png	Erin_137.png	0.8271	0.9876	1.017	1.0411	1.0511	1.0575
Aaron_166.png	Sergio_121.png	Nathan_119.png	David_202.png	Tony_13.png	Gabriel_244.png	Victor_121.png	1.0391	1.0398	1.099	1.1069	1.1085	1.1139
Dylan_209.png	Andrea_168.png	Tyler_162.png	Brian_114.png	Jason_28.png	Angela_118.png	Rebecca_30.png	1.0908	1.0944	1.101	1.1062	1.1229	1.1258
Matthew_158.png	James_243.png	Thomas_211.png	Aaron_170.png	Nathan_161.png	Oliver_274.png	Steve_155.png	1.0632	1.0723	1.1055	1.1115	1.1248	1.13
Patrick_155.png	Barbara_185.png	Julie_111.png	Emily_234.png	Jo_111.png	Dylan_204.png	Gabriel_300.png	1.1069	1.1097	1.1104	1.116	1.1275	1.1309
Greg_151.png	Noah_322.png	David_111.png	Natalia_206.png	Marc_21.png	Jason_135.png	Lucas_272.png	1.0639	1.0731	1.0875	1.0916	1.0968	1.1032
Ivan_26.png	Brandon_22.png	Joey_200.png	Mike_227.png	Joseph_132.png	Jackie_217.png	Ian_204.png	1.0496	1.0892	1.1104	1.1167	1.1255	1.1325
Steve_153.png	Greg_197.png	Kyle_186.png	Marc_131.png	Matthew_192.png	Brian_131.png	Greg_148.png	1.0549	1.0824	1.0914	1.098	1.1008	1.1015
Zoe_113.png	Sue_142.png	Matthew_302.png	Olivia_118.png	Jim_24.png	Ian_149.png	Stephanie_163.png	1.0555	1.0925	1.0929	1.0929	1.095	1.1109
Danny_122.png	Kevin_29.png	Victor_121.png	Dylan_316.png	Tony_287.png	Danielle_123.png	Gabriel_111.png	1.0777	1.1019	1.1352	1.1458	1.1615	1.1628
Kate_162.png	Sarah_135.png	Angela_116.png	Maggie_211.png	Paula_186.png	Vanessa_142.png	Nancy_145.png	1.065	1.0658	1.0767	1.0925	1.0955	1.1
Annie_185.png	Nick_133.png	Jane_125.png	Eva_126.png	Paula_106.png	Emily_200.png	Brandon_225.png	0.9185	0.9314	1.0214	1.027	1.0333	1.0396
Jesse_110.png	Sergio_142.png	Kyle_221.png	Danny_157.png	Anthony_157.png	Jonathan_13.png	Jim_265.png	1.0581	1.0707	1.0842	1.0944	1.0977	1.1008
Natalia_160.png	Kelly_115.png	Jackie_117.png	Anna_1.png	Annie_135.png	Sofia_287.png	Linda_218.png	1.0542	1.0846	1.1052	1.1053	1.1058	1.1085
Joel_218.png	Jake_265.png	Matthew_158.png	Steve_155.png	Grace_160.png	Aaron_170.png	Rick_237.png	1.0644	1.1431	1.1466	1.1563	1.1601	1.1664
Jacob_180.png	Jesse_197.png	Jamie_198.png	Greg_157.png	Ian_212.png	Gary_196.png	Evan_258.png	1.0602	1.0992	1.1072	1.1078	1.1105	1.1211
Kyle_188.png	Natalia_192.png	Jesse_220.png	Paula_26.png	Emma_330.png	Andrea_105.png	Joey_250.png	1.0802	1.0809	1.0837	1.1014	1.1044	1.1057
Nathan_119.png	Sergio_121.png	Steven_129.png	Aaron_166.png	Danny_165.png	Victor_118.png	Gabriel_200.png	0.9862	1.0044	1.0398	1.0457	1.0524	1.0529
Barbara_102.png	Jesse_111.png	Tina_159.png	Anna_2.png	Kelly_133.png	Ann_228.png	Jane_200.png	1.0382	1.0488	1.0677	1.0708	1.0769	1.0778
Emma_13.png	Rachel_249.png	Christina_172.png	Kate_114.png	Oliver_286.png	Kelly_10.png	Emily_119.png	0.9956	0.9971	0.9999	1.0284	1.0361	1.0397
Jeff_207.png	Aaron_151.png	Mike_225.png	Brandon_255.png	Jesse_135.png	Jon_160.png	Lauren_205.png	1.031	1.0858	1.1208	1.1237	1.1278	1.1287
Rebecca_106.png	Monica_17.png	Emily_102.png	Brian_1.png	Andrea_131.png	Kelly_148.png	Andrea_135.png	0.9541	0.9909	1.0589	1.0747	1.08	1.0809
Danny_17.png	Jim_260.png	Nick_116.png	Oliver_286.png	Joey_162.png	Melissa_187.png	Marc_110.png	1.0458	1.0564	1.0763	1.0887	1.1038	1.1264
James_14.png	Tony_36.png	Steven_170.png	Victor_219.png	Jason_22.png	Noah_34.png	Samantha_244.png	0.9598	1.1084	1.1275	1.1396	1.1454	1.1494
Brandon_122.png	Christina_104.png	Jo_36.png	Jane_154.png	Julie_228.png	Maggie_161.png	Emily_181.png	0.9943	1.0302	1.0389	1.0428	1.0573	1.0598
James_146.png	Jim_31.png	Danny_1.png	Nick_17.png	Brandon_22.png	Brian_188.png	Rick_138.png	1.0886	1.1214	1.1465	1.1541	1.1564	1.1632
Jackie_122.png	Matthew_226.png	Jamie_15.png	Julie_110.png	Matthew_295.png	Rebecca_195.png	Brandon_132.png	1.0331	1.0454	1.0511	1.0877	1.0966	1.1051
Evan_220.png	Jonathan_235.png	Jim_164.png	Steven_200.png	Brian_205.png	Eric_10.png	Kyle_216.png	1.0373	1.0726	1.1019	1.1032	1.1272	1.1316
Victor_27.png	Kate_269.png	Gabriel_111.png	Joseph_199.png	Vanessa_133.png	Jon_121.png	Jacob_152.png	1.0713	1.0889	1.0903	1.1301	1.1324	1.1366
Kyle_21.png	Steven_175.png	Lauren_185.png	Sergio_142.png	Zoe_23.png	Patricia_170.png	Jackie_105.png	1.0996	1.125	1.1277	1.1305	1.1385	1.1422
Natalia_153.png	Jonathan_216.png	Noah_455.png	Kim_132.png	Vanessa_169.png	Helen_2.png	Emma_229.png	0.9755	1.0681	1.0695	1.1022	1.1057	1.1066
Greg_179.png	David_154.png	Matthew_171.png	Victor_276.png	Kevin_22.png	Gary_239.png	Jason_15.png	1.0342	1.0389	1.0653	1.07	1.0775	1.083
Barbara_188.png	Thomas_107.png	Jo_119.png	Katie_114.png	Marc_163.png	Ivan_208.png	Brian_149.png	1.0709	1.1316	1.1435	1.1465	1.1467	1.1488
Stephen_28.png	Leah_161.png	Lauren_122.png	Elizabeth_200.png	Anthony_11.png	Linda_185.png	Sue_174.png	1.0482	1.06	1.0661	1.0722	1.0905	1.0975
Ian_229.png	Lucas_23.png	Stephen_21.png	Sergio_168.png	Jesse_122.png	Emily_226.png	Samantha_205.png	0.9578	0.9936	1.0313	1.06	1.0748	1.087
Kyle_212.png	Tyler_269.png	Jamie_173.png	Jason_128.png	Aaron_18.png	Brandon_131.png	Chris_182.png	0.9065	1.0575	1.0713	1.079	1.0863	1.0933
Steven_218.png	Anthony_143.png	Kevin_115.png	Matthew_173.png	Victor_29.png	David_137.png	Anna_192.png	1.0311	1.0564	1.0621	1.0728	1.0768	1.0926
Anthony_201.png	Brian_201.png	Jeff_230.png	Danielle_114.png	Marc_162.png	Jonathan_149.png	Anna_18.png	1.0496	1.0645	1.0887	1.0968	1.1033	1.1449
Jeff_235.png	Joey_251.png	Victor_132.png	Mike_228.png	Rick_156.png	Kevin_156.png	Kim_176.png	0.874	0.9097	0.9755	1.0331	1.0668	1.0711
Nick_133.png	Elizabeth_135.png	Annie_185.png	Jane_125.png	Amanda_152.png	Michelle_251.png	Jeff_103.png	0.8755	0.9185	0.9607	0.9655	0.9747	1.0082
James_221.png	Jason_193.png	Brian_220.png	Tony_164.png	Oliver_21.png	Aaron_189.png	David_171.png	1.057	1.1189	1.1206	1.124	1.1333	1.1369
Elena_299.png	Paula_181.png	Cindy_125.png	Nancy_201.png	Patricia_131.png	Andrea_11.png	Michelle_103.png	1.0991	1.1329	1.1361	1.1401	1.1448	1.148
Natalia_120.png	Evan_112.png	Jamie_211.png	Linda_199.png	Zoe_31.png	Danielle_191.png	Jo_10.png	0.9788	1.0773	1.0783	1.081	1.0846	1.0901
Vanessa_227.png	Emily_234.png	Natalia_16.png	Amanda_138.png	Linda_227.png	Lisa_127.png	Annie_107.png	1.0465	1.0477	1.0624	1.0716	1.0734	1.0802
Anna_192.png	Christina_143.png	Rachel_10.png	Michelle_245.png	Michelle_105.png	Barbara_126.png	Jacob_159.png	1.0138	1.03	1.0392	1.0582	1.0583	1.0718
Noah_370.png	Jackie_166.png	Jane_20.png	Joseph_230.png	Oliver_21.png	Jason_179.png	Joel_190.png	1.0135	1.0458	1.0494	1.0571	1.0609	1.067
Natalia_207.png	Eva_215.png	Stephanie_144.png	Joey_256.png	Joel_222.png	Andrea_195.png	Katie_172.png	0.9433	0.9878	0.9913	1.009	1.0323	1.0357
James_173.png	Jamie_117.png	Jonathan_19.png	Kevin_157.png	Ivan_160.png	Jason_183.png	Dylan_182.png	1.0289	1.0381	1.045	1.0495	1.058	1.0833
Paula_146.png	Emma_115.png	Olivia_263.png	Samantha_169.png	Joey_231.png	Cindy_11.png	Joseph_190.png	1.0637	1.0713	1.088	1.0916	1.1184	1.1237
Grace_209.png	Vanessa_18.png	Linda_3.png	Michelle_141.png	Patricia_164.png	Abby_187.png	Samantha_174.png	0.8852	0.9809	1.012	1.0228	1.038	1.0487
Tyler_293.png	Joel_212.png	Kyle_174.png	Brandon_209.png	Brandon_131.png	Amanda_188.png	Jake_226.png	0.9671	1.0688	1.0776	1.0833	1.0898	1.0922
Brian_141.png	Jonathan_185.png	Patricia_111.png	Nathan_104.png	Lucas_272.png	Steven_212.png	Linda_273.png	1.1022	1.1353	1.1368	1.1369	1.1394	1.1446
Paula_211.png	Oliver_164.png	Jeff_174.png	Victor_211.png	David_151.png	Jake_309.png	Ivan_144.png	1.1225	1.1305	1.1315	1.1318	1.1498	1.1507
Jane_100.png	Linda_127.png	Ann_182.png	Cindy_130.png	Jo_161.png	Lisa_164.png	Christine_181.png	0.9368	1.0493	1.0494	1.0806	1.087	1.09
Anthony_196.png	Mike_134.png	Maggie_254.png	Chris_191.png	Patrick_175.png	Jim_25.png	Melissa_183.png	1.0486	1.0666	1.1091	1.1318	1.1331	1.1402
Sergio_121.png	Victor_228.png	Nathan_104.png	Nathan_119.png	Natalia_27.png	Angela_114.png	Grace_288.png	0.8663	0.935	0.9862	0.9996	1.01	1.0295
